% 1. Title: Runtime security attributes
% 
% 2. Sources:
%      (a) Creator: Francisco Ramirez (fmr067@cs.bham.ac,uk)
%      (b) Date: January, 2016
% 
@RELATION selfsecure

@ATTRIBUTE agent                    NUMERIC
@ATTRIBUTE position                 {Administrator,Researcher,Lecturer}
@ATTRIBUTE location                 {SecuredLocation,UnknownLocation,HostileLocation}
@ATTRIBUTE device                   {UniversityDevice,SharedPublicDevice,PersonalDevice}
@ATTRIBUTE informationSensitivity   {TopSecret,Secret,Classified,Restricted,Official,NonClassified,Clearance,CompartmentedInformation}
@ATTRIBUTE asset                    {VoiceCommunication,File}
@ATTRIBUTE feature                  {EncryptionTlsSsl,Proxies,MediaEncryptionSRTP,EncryptionAtRest,EncryptionAtTransit,DifferentEncryptionKeysPerFile,PasswordProtectedFiles,SegmentationOfFiles}
@ATTRIBUTE securityLevel            {Unsecured,FairlySecured,Secured}
%@ATTRIBUTE service                 {VoIPServices,CloudStorageServices}
%@ATTRIBUTE featureSupported        {68bitsWEP2,128bitsAES,1028bitsAES,128bits3DES,256bitsAES,1024bitsAES,ArmyVPNwith64bitsWPA2-PSK,ArmyVPNwith128bitsAES,OnionRooting,NoMediaEncryption,MediaEncryptionIsSupportedSRTP,NoEncryptionAtTransit,NoDifferentEncryptionKeysPerFile,DifferentEncryptionKeysPerFile,NoPasswordProtectedFiles,PasswordProtectedFiles,NoSegmentationOfFiles,SuppportSegmentation}
%@ATTRIBUTE DataRate                NUMERIC  % mbits/s
%@ATTRIBUTE CPU                     NUMERIC  % CPU core @ 2.1 Ghz
%@ATTRIBUTE Memory                  NUMERIC  % Mbyte
%@ATTRIBUTE DiskSpace               NUMERIC  % Gbyte

@data
8196240565,Researcher,UnknownLocation,UniversityDevice,NonClassified,SpeedAccessFiles,EncryptionAtRest,Secured
8196240565,Researcher,UnknownLocation,SharedPublicDevice,Classified,AvailabilityVoiceCommunication,Proxies,FairlySecured
8196240565,Lecturer,UnknownLocation,UniversityDevice,NonClassified,AvailabilityVoiceCommunication,Proxies,Unsecured
8196240565,Administrator,UnknownLocation,SharedPublicDevice,Classified,SpeedAccessFiles,PasswordProtectedFiles,Secured
8196240565,Administrator,HostileLocation,PersonalDevice,Classified,AvailabilityVoiceCommunication,EncryptionTlsSsl,FairlySecured
8196240565,Researcher,HostileLocation,SharedPublicDevice,Clearance,SpeedAccessFiles,EncryptionAtRest,FairlySecured
8496796190,Administrator,UnknownLocation,PersonalDevice,Official,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
8496796190,Administrator,UnknownLocation,PersonalDevice,Classified,SpeedAccessFiles,DifferentEncryptionKeysPerFile,FairlySecured
8496796190,Researcher,UnknownLocation,PersonalDevice,CompartmentedInformation,AvailabilityVoiceCommunication,Proxies,Secured
8496796190,Researcher,SecuredLocation,UniversityDevice,Classified,AvailabilityVoiceCommunication,Proxies,Secured
8496796190,Researcher,UnknownLocation,SharedPublicDevice,NonClassified,SpeedAccessFiles,SegmentationOfFiles,FairlySecured
8496796190,Administrator,SecuredLocation,UniversityDevice,NonClassified,SpeedAccessFiles,DifferentEncryptionKeysPerFile,FairlySecured
8496796190,Lecturer,UnknownLocation,UniversityDevice,CompartmentedInformation,AvailabilityVoiceCommunication,Proxies,FairlySecured
8496796190,Researcher,SecuredLocation,SharedPublicDevice,Classified,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
8989526808,Lecturer,HostileLocation,SharedPublicDevice,Clearance,SpeedAccessFiles,SegmentationOfFiles,Secured
8989526808,Researcher,HostileLocation,SharedPublicDevice,Clearance,AvailabilityVoiceCommunication,Proxies,FairlySecured
8989526808,Administrator,UnknownLocation,UniversityDevice,Restricted,SpeedAccessFiles,PasswordProtectedFiles,Secured
8989526808,Administrator,SecuredLocation,PersonalDevice,Classified,SpeedAccessFiles,SegmentationOfFiles,Secured
8989526808,Administrator,UnknownLocation,PersonalDevice,Official,SpeedAccessFiles,EncryptionAtRest,FairlySecured
8989526808,Lecturer,UnknownLocation,UniversityDevice,CompartmentedInformation,SpeedAccessFiles,PasswordProtectedFiles,FairlySecured
8989526808,Researcher,UnknownLocation,UniversityDevice,Classified,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
8989526808,Researcher,HostileLocation,UniversityDevice,Classified,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Secured
7180782834,Researcher,HostileLocation,UniversityDevice,NonClassified,AvailabilityVoiceCommunication,Proxies,FairlySecured
7180782834,Administrator,UnknownLocation,PersonalDevice,CompartmentedInformation,SpeedAccessFiles,SegmentationOfFiles,FairlySecured
7180782834,Lecturer,UnknownLocation,SharedPublicDevice,NonClassified,AvailabilityVoiceCommunication,Proxies,FairlySecured
7180782834,Administrator,SecuredLocation,UniversityDevice,Clearance,AvailabilityVoiceCommunication,EncryptionTlsSsl,FairlySecured
7180782834,Administrator,SecuredLocation,PersonalDevice,Secret,SpeedAccessFiles,EncryptionAtRest,FairlySecured
7180782834,Researcher,UnknownLocation,PersonalDevice,Official,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
7180782834,Administrator,SecuredLocation,PersonalDevice,TopSecret,SpeedAccessFiles,SegmentationOfFiles,Secured
7180782834,Researcher,UnknownLocation,UniversityDevice,NonClassified,SpeedAccessFiles,EncryptionAtTransit,Unsecured
5996907099,Administrator,SecuredLocation,SharedPublicDevice,Secret,AvailabilityVoiceCommunication,MediaEncryptionSRTP,FairlySecured
5996907099,Administrator,SecuredLocation,PersonalDevice,NonClassified,AvailabilityVoiceCommunication,Proxies,FairlySecured
5996907099,Lecturer,UnknownLocation,UniversityDevice,Clearance,AvailabilityVoiceCommunication,EncryptionTlsSsl,FairlySecured
5996907099,Administrator,HostileLocation,SharedPublicDevice,Restricted,SpeedAccessFiles,DifferentEncryptionKeysPerFile,FairlySecured
5996907099,Researcher,HostileLocation,PersonalDevice,NonClassified,SpeedAccessFiles,DifferentEncryptionKeysPerFile,FairlySecured
5996907099,Researcher,UnknownLocation,SharedPublicDevice,Clearance,AvailabilityVoiceCommunication,Proxies,FairlySecured
5996907099,Administrator,SecuredLocation,SharedPublicDevice,NonClassified,SpeedAccessFiles,EncryptionAtTransit,FairlySecured
5996907099,Administrator,SecuredLocation,PersonalDevice,Official,SpeedAccessFiles,EncryptionAtTransit,Secured
2556180345,Administrator,UnknownLocation,PersonalDevice,NonClassified,AvailabilityVoiceCommunication,EncryptionTlsSsl,FairlySecured
2556180345,Lecturer,UnknownLocation,PersonalDevice,Clearance,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Secured
2556180345,Administrator,SecuredLocation,PersonalDevice,CompartmentedInformation,SpeedAccessFiles,SegmentationOfFiles,FairlySecured
2556180345,Administrator,HostileLocation,PersonalDevice,CompartmentedInformation,AvailabilityVoiceCommunication,MediaEncryptionSRTP,FairlySecured
2556180345,Administrator,UnknownLocation,SharedPublicDevice,Official,AvailabilityVoiceCommunication,EncryptionTlsSsl,Unsecured
2556180345,Lecturer,HostileLocation,UniversityDevice,CompartmentedInformation,SpeedAccessFiles,SegmentationOfFiles,FairlySecured
2556180345,Researcher,UnknownLocation,UniversityDevice,Restricted,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Unsecured
2556180345,Lecturer,SecuredLocation,SharedPublicDevice,CompartmentedInformation,AvailabilityVoiceCommunication,EncryptionTlsSsl,FairlySecured
2164250584,Lecturer,SecuredLocation,PersonalDevice,Clearance,SpeedAccessFiles,SegmentationOfFiles,FairlySecured
2164250584,Lecturer,HostileLocation,SharedPublicDevice,CompartmentedInformation,SpeedAccessFiles,DifferentEncryptionKeysPerFile,Secured
2164250584,Lecturer,SecuredLocation,SharedPublicDevice,NonClassified,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Secured
2164250584,Administrator,SecuredLocation,PersonalDevice,Secret,SpeedAccessFiles,EncryptionAtRest,Secured
2164250584,Researcher,SecuredLocation,UniversityDevice,Classified,AvailabilityVoiceCommunication,EncryptionTlsSsl,FairlySecured
2164250584,Administrator,SecuredLocation,UniversityDevice,TopSecret,SpeedAccessFiles,EncryptionAtRest,Secured
2164250584,Administrator,UnknownLocation,PersonalDevice,Clearance,AvailabilityVoiceCommunication,Proxies,Secured
2164250584,Researcher,HostileLocation,UniversityDevice,Clearance,AvailabilityVoiceCommunication,MediaEncryptionSRTP,FairlySecured
3560932926,Lecturer,SecuredLocation,UniversityDevice,CompartmentedInformation,SpeedAccessFiles,DifferentEncryptionKeysPerFile,FairlySecured
3560932926,Researcher,UnknownLocation,PersonalDevice,Official,SpeedAccessFiles,SegmentationOfFiles,Secured
3560932926,Researcher,SecuredLocation,SharedPublicDevice,NonClassified,SpeedAccessFiles,PasswordProtectedFiles,Unsecured
3560932926,Researcher,HostileLocation,UniversityDevice,Classified,AvailabilityVoiceCommunication,EncryptionTlsSsl,FairlySecured
3560932926,Administrator,SecuredLocation,PersonalDevice,Secret,AvailabilityVoiceCommunication,Proxies,FairlySecured
3560932926,Administrator,SecuredLocation,UniversityDevice,Clearance,SpeedAccessFiles,PasswordProtectedFiles,Unsecured
3560932926,Lecturer,SecuredLocation,SharedPublicDevice,Clearance,AvailabilityVoiceCommunication,Proxies,Secured
3560932926,Researcher,SecuredLocation,SharedPublicDevice,Clearance,AvailabilityVoiceCommunication,EncryptionTlsSsl,Unsecured
1575258176,Researcher,SecuredLocation,PersonalDevice,Classified,SpeedAccessFiles,DifferentEncryptionKeysPerFile,Secured
1575258176,Administrator,HostileLocation,UniversityDevice,Restricted,AvailabilityVoiceCommunication,Proxies,FairlySecured
1575258176,Lecturer,UnknownLocation,SharedPublicDevice,Clearance,SpeedAccessFiles,EncryptionAtRest,Unsecured
6812902946,Lecturer,UnknownLocation,SharedPublicDevice,Clearance,AvailabilityVoiceCommunication,Proxies,Secured
6812902946,Lecturer,UnknownLocation,PersonalDevice,CompartmentedInformation,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Secured
6812902946,Administrator,SecuredLocation,SharedPublicDevice,Clearance,AvailabilityVoiceCommunication,MediaEncryptionSRTP,FairlySecured
5735046891,Lecturer,UnknownLocation,UniversityDevice,Clearance,SpeedAccessFiles,PasswordProtectedFiles,Unsecured
5735046891,Researcher,HostileLocation,PersonalDevice,NonClassified,SpeedAccessFiles,EncryptionAtTransit,FairlySecured
5735046891,Administrator,UnknownLocation,PersonalDevice,Restricted,SpeedAccessFiles,DifferentEncryptionKeysPerFile,Secured
2220728575,Lecturer,SecuredLocation,SharedPublicDevice,NonClassified,SpeedAccessFiles,EncryptionAtRest,FairlySecured
2220728575,Researcher,SecuredLocation,SharedPublicDevice,Clearance,AvailabilityVoiceCommunication,Proxies,Unsecured
2220728575,Lecturer,HostileLocation,UniversityDevice,Clearance,SpeedAccessFiles,EncryptionAtRest,FairlySecured
5022402468,Administrator,SecuredLocation,UniversityDevice,TopSecret,SpeedAccessFiles,EncryptionAtRest,Secured
5022402468,Administrator,SecuredLocation,SharedPublicDevice,Official,SpeedAccessFiles,EncryptionAtRest,Secured
5022402468,Researcher,HostileLocation,SharedPublicDevice,CompartmentedInformation,SpeedAccessFiles,EncryptionAtTransit,FairlySecured
9134508504,Lecturer,UnknownLocation,PersonalDevice,Clearance,SpeedAccessFiles,DifferentEncryptionKeysPerFile,FairlySecured
9134508504,Lecturer,UnknownLocation,UniversityDevice,Clearance,SpeedAccessFiles,EncryptionAtTransit,FairlySecured
9134508504,Administrator,SecuredLocation,UniversityDevice,Restricted,AvailabilityVoiceCommunication,EncryptionTlsSsl,FairlySecured
2101740566,Researcher,SecuredLocation,SharedPublicDevice,Restricted,SpeedAccessFiles,SegmentationOfFiles,Unsecured
2101740566,Researcher,SecuredLocation,PersonalDevice,Classified,SpeedAccessFiles,DifferentEncryptionKeysPerFile,FairlySecured
2101740566,Lecturer,SecuredLocation,SharedPublicDevice,CompartmentedInformation,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Unsecured
1262829761,Administrator,SecuredLocation,SharedPublicDevice,Clearance,SpeedAccessFiles,PasswordProtectedFiles,FairlySecured
1262829761,Researcher,UnknownLocation,SharedPublicDevice,Classified,SpeedAccessFiles,EncryptionAtTransit,Unsecured
1262829761,Lecturer,UnknownLocation,UniversityDevice,Clearance,SpeedAccessFiles,EncryptionAtRest,Secured
5498639808,Administrator,HostileLocation,UniversityDevice,Official,AvailabilityVoiceCommunication,EncryptionTlsSsl,FairlySecured
5498639808,Administrator,UnknownLocation,PersonalDevice,Restricted,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Secured
1423965579,Researcher,HostileLocation,PersonalDevice,Restricted,SpeedAccessFiles,EncryptionAtRest,FairlySecured
1423965579,Researcher,UnknownLocation,SharedPublicDevice,NonClassified,AvailabilityVoiceCommunication,EncryptionTlsSsl,FairlySecured
9766582215,Administrator,SecuredLocation,UniversityDevice,Classified,SpeedAccessFiles,DifferentEncryptionKeysPerFile,FairlySecured
9766582215,Researcher,SecuredLocation,PersonalDevice,Classified,SpeedAccessFiles,SegmentationOfFiles,Secured
5367151731,Lecturer,SecuredLocation,PersonalDevice,CompartmentedInformation,SpeedAccessFiles,EncryptionAtTransit,Secured
5367151731,Researcher,UnknownLocation,PersonalDevice,Clearance,SpeedAccessFiles,PasswordProtectedFiles,FairlySecured
6451871303,Lecturer,HostileLocation,UniversityDevice,NonClassified,AvailabilityVoiceCommunication,EncryptionTlsSsl,FairlySecured
6451871303,Administrator,UnknownLocation,PersonalDevice,TopSecret,SpeedAccessFiles,DifferentEncryptionKeysPerFile,Secured
5609156256,Lecturer,HostileLocation,SharedPublicDevice,NonClassified,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Secured
5609156256,Lecturer,UnknownLocation,UniversityDevice,NonClassified,SpeedAccessFiles,SegmentationOfFiles,Unsecured
3620397801,Lecturer,UnknownLocation,SharedPublicDevice,CompartmentedInformation,SpeedAccessFiles,EncryptionAtTransit,Secured
3620397801,Administrator,SecuredLocation,SharedPublicDevice,TopSecret,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
6469115414,Researcher,UnknownLocation,UniversityDevice,CompartmentedInformation,AvailabilityVoiceCommunication,Proxies,Secured
6469115414,Lecturer,UnknownLocation,PersonalDevice,NonClassified,SpeedAccessFiles,PasswordProtectedFiles,Secured
2535272110,Researcher,SecuredLocation,PersonalDevice,Restricted,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Secured
2535272110,Lecturer,HostileLocation,PersonalDevice,CompartmentedInformation,SpeedAccessFiles,SegmentationOfFiles,FairlySecured
7576738,Administrator,SecuredLocation,PersonalDevice,Clearance,AvailabilityVoiceCommunication,Proxies,Secured
7576738,Researcher,UnknownLocation,SharedPublicDevice,Classified,SpeedAccessFiles,SegmentationOfFiles,Secured
2542694852,Lecturer,SecuredLocation,UniversityDevice,NonClassified,SpeedAccessFiles,EncryptionAtRest,Secured
2542694852,Administrator,UnknownLocation,PersonalDevice,Official,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
4496596484,Lecturer,HostileLocation,UniversityDevice,Clearance,AvailabilityVoiceCommunication,MediaEncryptionSRTP,FairlySecured
4496596484,Administrator,SecuredLocation,PersonalDevice,Classified,SpeedAccessFiles,PasswordProtectedFiles,FairlySecured
2684059807,Researcher,UnknownLocation,PersonalDevice,NonClassified,SpeedAccessFiles,EncryptionAtTransit,Secured
2684059807,Researcher,UnknownLocation,PersonalDevice,NonClassified,AvailabilityVoiceCommunication,Proxies,FairlySecured
5538199110,Administrator,UnknownLocation,SharedPublicDevice,Restricted,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Unsecured
5538199110,Researcher,UnknownLocation,UniversityDevice,Clearance,SpeedAccessFiles,EncryptionAtTransit,Secured
2607003213,Lecturer,UnknownLocation,UniversityDevice,NonClassified,AvailabilityVoiceCommunication,EncryptionTlsSsl,FairlySecured
2607003213,Researcher,UnknownLocation,UniversityDevice,Restricted,AvailabilityVoiceCommunication,Proxies,FairlySecured
3426133046,Administrator,UnknownLocation,UniversityDevice,Clearance,SpeedAccessFiles,PasswordProtectedFiles,Unsecured
3426133046,Researcher,HostileLocation,PersonalDevice,Classified,SpeedAccessFiles,EncryptionAtRest,Secured
2057331788,Lecturer,HostileLocation,PersonalDevice,Clearance,SpeedAccessFiles,SegmentationOfFiles,FairlySecured
2057331788,Lecturer,HostileLocation,UniversityDevice,Clearance,AvailabilityVoiceCommunication,Proxies,FairlySecured
2057331788,Researcher,SecuredLocation,SharedPublicDevice,NonClassified,SpeedAccessFiles,PasswordProtectedFiles,FairlySecured
2057331788,Administrator,HostileLocation,SharedPublicDevice,Restricted,SpeedAccessFiles,SegmentationOfFiles,FairlySecured
2057331788,Researcher,HostileLocation,SharedPublicDevice,Official,AvailabilityVoiceCommunication,MediaEncryptionSRTP,FairlySecured
7628297747,Lecturer,UnknownLocation,PersonalDevice,Clearance,AvailabilityVoiceCommunication,MediaEncryptionSRTP,FairlySecured
7628297747,Lecturer,HostileLocation,PersonalDevice,NonClassified,SpeedAccessFiles,SegmentationOfFiles,Secured
7628297747,Lecturer,HostileLocation,SharedPublicDevice,NonClassified,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
7628297747,Lecturer,SecuredLocation,PersonalDevice,CompartmentedInformation,AvailabilityVoiceCommunication,MediaEncryptionSRTP,FairlySecured
7628297747,Administrator,UnknownLocation,PersonalDevice,Classified,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Secured
9626695819,Lecturer,SecuredLocation,PersonalDevice,NonClassified,SpeedAccessFiles,EncryptionAtTransit,FairlySecured
9626695819,Researcher,SecuredLocation,PersonalDevice,CompartmentedInformation,SpeedAccessFiles,EncryptionAtTransit,FairlySecured
9626695819,Administrator,UnknownLocation,PersonalDevice,Classified,SpeedAccessFiles,DifferentEncryptionKeysPerFile,Secured
9626695819,Administrator,HostileLocation,PersonalDevice,Restricted,SpeedAccessFiles,DifferentEncryptionKeysPerFile,Secured
9626695819,Administrator,UnknownLocation,PersonalDevice,Clearance,AvailabilityVoiceCommunication,EncryptionTlsSsl,FairlySecured
7738069112,Administrator,UnknownLocation,UniversityDevice,Restricted,SpeedAccessFiles,PasswordProtectedFiles,FairlySecured
7738069112,Administrator,HostileLocation,UniversityDevice,Classified,SpeedAccessFiles,DifferentEncryptionKeysPerFile,Secured
7738069112,Researcher,UnknownLocation,PersonalDevice,NonClassified,SpeedAccessFiles,EncryptionAtTransit,FairlySecured
7738069112,Administrator,HostileLocation,SharedPublicDevice,Secret,SpeedAccessFiles,DifferentEncryptionKeysPerFile,Secured
7738069112,Researcher,HostileLocation,UniversityDevice,Clearance,AvailabilityVoiceCommunication,MediaEncryptionSRTP,FairlySecured
270550586,Researcher,HostileLocation,SharedPublicDevice,CompartmentedInformation,SpeedAccessFiles,EncryptionAtTransit,FairlySecured
270550586,Researcher,HostileLocation,SharedPublicDevice,Clearance,AvailabilityVoiceCommunication,Proxies,Secured
270550586,Researcher,SecuredLocation,PersonalDevice,Restricted,SpeedAccessFiles,SegmentationOfFiles,FairlySecured
270550586,Lecturer,HostileLocation,UniversityDevice,Clearance,SpeedAccessFiles,EncryptionAtRest,Secured
270550586,Administrator,HostileLocation,PersonalDevice,Secret,SpeedAccessFiles,EncryptionAtTransit,Secured
9919923714,Researcher,HostileLocation,SharedPublicDevice,NonClassified,SpeedAccessFiles,EncryptionAtTransit,Secured
9919923714,Researcher,SecuredLocation,PersonalDevice,CompartmentedInformation,AvailabilityVoiceCommunication,EncryptionTlsSsl,FairlySecured
9919923714,Researcher,SecuredLocation,UniversityDevice,Clearance,SpeedAccessFiles,EncryptionAtTransit,FairlySecured
9919923714,Administrator,HostileLocation,SharedPublicDevice,Clearance,SpeedAccessFiles,EncryptionAtRest,FairlySecured
9919923714,Researcher,UnknownLocation,UniversityDevice,CompartmentedInformation,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Unsecured
2754980830,Administrator,HostileLocation,PersonalDevice,Classified,SpeedAccessFiles,EncryptionAtTransit,Secured
2754980830,Researcher,HostileLocation,SharedPublicDevice,Official,AvailabilityVoiceCommunication,Proxies,Secured
2754980830,Lecturer,UnknownLocation,PersonalDevice,NonClassified,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
2754980830,Administrator,UnknownLocation,UniversityDevice,NonClassified,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Secured
2754980830,Administrator,UnknownLocation,SharedPublicDevice,Official,SpeedAccessFiles,EncryptionAtRest,Secured
4351712958,Administrator,UnknownLocation,SharedPublicDevice,Restricted,SpeedAccessFiles,EncryptionAtRest,Secured
4351712958,Lecturer,UnknownLocation,UniversityDevice,CompartmentedInformation,SpeedAccessFiles,EncryptionAtRest,FairlySecured
4351712958,Researcher,UnknownLocation,PersonalDevice,Restricted,AvailabilityVoiceCommunication,Proxies,Secured
4351712958,Administrator,UnknownLocation,PersonalDevice,TopSecret,SpeedAccessFiles,PasswordProtectedFiles,Secured
4351712958,Researcher,UnknownLocation,PersonalDevice,NonClassified,SpeedAccessFiles,PasswordProtectedFiles,FairlySecured
842744417,Lecturer,UnknownLocation,PersonalDevice,CompartmentedInformation,SpeedAccessFiles,EncryptionAtRest,FairlySecured
842744417,Administrator,UnknownLocation,UniversityDevice,Restricted,SpeedAccessFiles,PasswordProtectedFiles,Unsecured
842744417,Lecturer,HostileLocation,SharedPublicDevice,NonClassified,SpeedAccessFiles,PasswordProtectedFiles,Secured
842744417,Lecturer,UnknownLocation,PersonalDevice,Clearance,AvailabilityVoiceCommunication,EncryptionTlsSsl,FairlySecured
842744417,Administrator,SecuredLocation,PersonalDevice,Restricted,SpeedAccessFiles,SegmentationOfFiles,FairlySecured
3858505231,Lecturer,UnknownLocation,SharedPublicDevice,CompartmentedInformation,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
3858505231,Administrator,SecuredLocation,SharedPublicDevice,NonClassified,SpeedAccessFiles,DifferentEncryptionKeysPerFile,FairlySecured
3858505231,Administrator,SecuredLocation,PersonalDevice,Classified,SpeedAccessFiles,SegmentationOfFiles,FairlySecured
3858505231,Researcher,HostileLocation,SharedPublicDevice,Official,AvailabilityVoiceCommunication,Proxies,Secured
3858505231,Administrator,HostileLocation,UniversityDevice,NonClassified,AvailabilityVoiceCommunication,EncryptionTlsSsl,FairlySecured
3858505231,Administrator,UnknownLocation,UniversityDevice,Official,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
3858505231,Lecturer,SecuredLocation,SharedPublicDevice,Clearance,AvailabilityVoiceCommunication,EncryptionTlsSsl,FairlySecured
3858505231,Lecturer,UnknownLocation,UniversityDevice,Clearance,SpeedAccessFiles,SegmentationOfFiles,FairlySecured
3858505231,Lecturer,SecuredLocation,UniversityDevice,CompartmentedInformation,SpeedAccessFiles,EncryptionAtTransit,FairlySecured
3858505231,Administrator,UnknownLocation,SharedPublicDevice,Secret,AvailabilityVoiceCommunication,EncryptionTlsSsl,Unsecured
2054590508,Administrator,HostileLocation,SharedPublicDevice,CompartmentedInformation,AvailabilityVoiceCommunication,Proxies,Secured
2054590508,Administrator,UnknownLocation,SharedPublicDevice,Classified,AvailabilityVoiceCommunication,EncryptionTlsSsl,FairlySecured
2054590508,Administrator,SecuredLocation,SharedPublicDevice,TopSecret,SpeedAccessFiles,EncryptionAtRest,Secured
2054590508,Researcher,UnknownLocation,PersonalDevice,CompartmentedInformation,AvailabilityVoiceCommunication,MediaEncryptionSRTP,FairlySecured
2054590508,Administrator,UnknownLocation,SharedPublicDevice,NonClassified,SpeedAccessFiles,EncryptionAtTransit,Secured
2054590508,Administrator,UnknownLocation,PersonalDevice,NonClassified,SpeedAccessFiles,SegmentationOfFiles,FairlySecured
2054590508,Administrator,SecuredLocation,PersonalDevice,NonClassified,AvailabilityVoiceCommunication,EncryptionTlsSsl,FairlySecured
2054590508,Lecturer,HostileLocation,SharedPublicDevice,CompartmentedInformation,SpeedAccessFiles,SegmentationOfFiles,FairlySecured
2054590508,Administrator,UnknownLocation,PersonalDevice,CompartmentedInformation,SpeedAccessFiles,EncryptionAtTransit,Secured
2054590508,Researcher,UnknownLocation,PersonalDevice,Official,AvailabilityVoiceCommunication,MediaEncryptionSRTP,FairlySecured
8360770577,Lecturer,SecuredLocation,PersonalDevice,CompartmentedInformation,AvailabilityVoiceCommunication,EncryptionTlsSsl,FairlySecured
8360770577,Researcher,HostileLocation,PersonalDevice,Classified,SpeedAccessFiles,SegmentationOfFiles,Secured
8360770577,Researcher,UnknownLocation,SharedPublicDevice,Classified,AvailabilityVoiceCommunication,Proxies,Unsecured
8360770577,Researcher,HostileLocation,PersonalDevice,Clearance,SpeedAccessFiles,DifferentEncryptionKeysPerFile,Secured
8360770577,Lecturer,UnknownLocation,PersonalDevice,Clearance,SpeedAccessFiles,SegmentationOfFiles,FairlySecured
8360770577,Lecturer,HostileLocation,SharedPublicDevice,Clearance,SpeedAccessFiles,EncryptionAtRest,Secured
8360770577,Administrator,UnknownLocation,SharedPublicDevice,Clearance,SpeedAccessFiles,SegmentationOfFiles,FairlySecured
8360770577,Researcher,SecuredLocation,SharedPublicDevice,Official,AvailabilityVoiceCommunication,Proxies,Secured
8360770577,Administrator,HostileLocation,UniversityDevice,Clearance,SpeedAccessFiles,SegmentationOfFiles,Secured
8360770577,Researcher,SecuredLocation,SharedPublicDevice,Classified,SpeedAccessFiles,EncryptionAtRest,Unsecured
4503824667,Lecturer,HostileLocation,UniversityDevice,CompartmentedInformation,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
4503824667,Researcher,HostileLocation,PersonalDevice,NonClassified,SpeedAccessFiles,PasswordProtectedFiles,FairlySecured
4503824667,Researcher,SecuredLocation,PersonalDevice,Classified,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Secured
4503824667,Researcher,HostileLocation,UniversityDevice,CompartmentedInformation,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Secured
4503824667,Administrator,UnknownLocation,UniversityDevice,NonClassified,SpeedAccessFiles,SegmentationOfFiles,Secured
4503824667,Lecturer,UnknownLocation,SharedPublicDevice,NonClassified,SpeedAccessFiles,EncryptionAtRest,FairlySecured
4503824667,Lecturer,UnknownLocation,PersonalDevice,Clearance,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
4503824667,Researcher,UnknownLocation,PersonalDevice,Official,SpeedAccessFiles,PasswordProtectedFiles,FairlySecured
4503824667,Lecturer,UnknownLocation,PersonalDevice,Clearance,AvailabilityVoiceCommunication,EncryptionTlsSsl,FairlySecured
4503824667,Administrator,HostileLocation,SharedPublicDevice,Restricted,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Secured
8447252665,Administrator,UnknownLocation,UniversityDevice,Secret,AvailabilityVoiceCommunication,EncryptionTlsSsl,FairlySecured
8447252665,Researcher,UnknownLocation,SharedPublicDevice,Restricted,SpeedAccessFiles,EncryptionAtTransit,Unsecured
8447252665,Administrator,SecuredLocation,PersonalDevice,Official,AvailabilityVoiceCommunication,MediaEncryptionSRTP,Secured
8447252665,Researcher,UnknownLocation,PersonalDevice,NonClassified,SpeedAccessFiles,EncryptionAtRest,Secured
8447252665,Lecturer,UnknownLocation,PersonalDevice,NonClassified,SpeedAccessFiles,PasswordProtectedFiles,Secured
8447252665,Researcher,UnknownLocation,PersonalDevice,Clearance,SpeedAccessFiles,EncryptionAtRest,Secured
8447252665,Lecturer,UnknownLocation,PersonalDevice,Clearance,AvailabilityVoiceCommunication,EncryptionTlsSsl,Secured
8447252665,Administrator,SecuredLocation,UniversityDevice,CompartmentedInformation,SpeedAccessFiles,EncryptionAtTransit,Unsecured
8447252665,Lecturer,HostileLocation,SharedPublicDevice,CompartmentedInformation,SpeedAccessFiles,EncryptionAtTransit,FairlySecured
